2.98675e-05 0.501983 0.833732 0.525366 0.819462 0.690608 0.0422111 0.441684 0.38294 0.0714704 0.202346 0.82325 0.366104 0.1173 0.455169 0.0292718 0.970401 0.521495 0.761664 0.279839 0.261114 0.550402 0.601771 0.961873 
7.01258e-05 0.178604 0.801668 0.627891 0.957967 0.549351 0.939706 0.636934 0.953172 0.962941 0.141971 0.111858 0.989135 0.395332 0.352413 0.0014679 0.670915 0.0703457 0.300654 0.0965098 0.0399169 0.882837 0.849845 0.348554 
0.000165442 0.780592 0.40306 0.236896 0.51212 0.207944 0.914515 0.246472 0.450933 0.823548 0.365534 0.535601 0.84575 0.522994 0.952289 0.117007 0.533189 0.308922 0.050088 0.829478 0.0443568 0.504435 0.043111 0.566557 
0.000406234 0.827568 0.93562 0.970977 0.202087 0.482574 0.614969 0.782293 0.00170158 0.598524 0.388561 0.542361 0.454665 0.548642 0.0177819 0.86118 0.854662 0.299681 0.743687 0.145406 0.831166 0.414398 0.778809 0.443695 
0.00046406 0.799454 0.42969 0.795492 0.83412 0.0508827 0.185686 0.829779 0.101107 0.305497 0.487072 0.213845 0.0991644 0.656287 0.217039 0.780482 0.55437 0.301345 0.712149 0.0843319 0.367064 0.240192 0.901003 0.152182 
0.000836336 0.0562922 0.103648 0.00395276 0.433987 0.0154353 0.420951 0.93048 0.572196 0.892921 0.330889 0.250707 0.634312 0.888029 0.0982332 0.00538776 0.552133 0.703342 0.0733044 0.0268219 0.794901 0.907388 0.466536 0.0631738 
0.0012288 0.652497 0.519175 0.770395 0.0208742 0.832937 0.164454 0.979828 0.975137 0.131096 0.32806 0.704653 0.102186 0.439108 0.0952837 0.433713 0.40968 0.484931 0.24321 0.63876 0.635842 0.601408 0.870422 0.179353 
0.00123497 0.75622 0.789481 0.80773 0.511073 0.597134 0.0305505 0.462127 0.96923 0.846362 0.81301 0.257686 0.927365 0.22284 0.279465 0.960762 0.526342 0.227719 0.267272 0.0463792 0.496016 0.543028 0.669179 0.886801 
0.00152381 0.610752 0.917173 0.921375 0.556252 0.926389 0.815687 0.249628 0.496944 0.141678 0.187811 0.542809 0.995215 0.576762 0.63361 0.0902857 0.432564 0.0965247 0.290517 0.722814 0.332262 0.325779 0.360429 0.729855 
0.0016452 0.650805 0.0831812 0.02708 0.13424 0.165562 0.593032 0.0874689 0.089502 0.260009 0.976839 0.728336 0.144424 0.327741 0.338229 0.613923 0.203759 0.579576 0.930528 0.380002 0.697262 0.889825 0.282724 0.737489 
