2.98675e-05 0.501983 0.833732 0.525366 0.819462 0.690608 0.0422111 0.441684 0.38294 0.0714704 0.202346 0.82325 
0.000109548 0.841169 0.527736 0.663257 0.360835 0.558136 0.586502 0.340054 0.282373 0.838066 0.373156 0.630734 
0.000210079 0.530796 0.0892807 0.54066 0.879166 0.144253 0.466279 0.755204 0.707233 0.459826 0.287768 0.510741 
0.000406234 0.827568 0.93562 0.970977 0.202087 0.482574 0.614969 0.782293 0.00170158 0.598524 0.388561 0.542361 
0.000836336 0.0562922 0.103648 0.00395276 0.433987 0.0154353 0.420951 0.93048 0.572196 0.892921 0.330889 0.250707 
0.0012288 0.652497 0.519175 0.770395 0.0208742 0.832937 0.164454 0.979828 0.975137 0.131096 0.32806 0.704653 
0.0013124 0.0575339 0.972129 0.571467 0.644458 0.404 0.0313388 0.711599 0.842298 0.49765 0.00489669 0.298616 
0.00158883 0.703533 0.275456 0.581303 0.956872 0.150214 0.648956 0.995301 0.0196311 0.940232 0.487486 0.170885 
0.00164595 0.663476 0.0428602 0.352097 0.688803 0.715719 0.0879546 0.252703 0.171479 0.0408904 0.244637 0.6182 
0.00179862 0.229422 0.890543 0.357426 0.262406 0.24941 0.827825 0.25353 0.0786863 0.481212 0.722808 0.225823 
0.00201643 0.890104 0.980956 0.924014 0.899161 0.198735 0.14076 0.761184 0.22476 0.544188 0.173876 0.337042 
0.00202796 0.0839555 0.0404303 0.512239 0.204279 0.310439 0.540847 0.00928333 0.0249323 0.0368645 0.582216 0.3 
0.00206213 0.658278 0.677938 0.0975978 0.32691 0.368622 0.422817 0.284355 0.15445 0.845014 0.150999 0.832952 
0.00229118 0.507787 0.380565 0.153794 0.815398 0.393084 0.564041 0.837465 0.269548 0.292374 0.937568 0.698794 
0.00245898 0.328074 0.943287 0.820884 0.600987 0.796456 0.0395487 0.69423 0.922324 0.507293 0.0654702 0.356932 
0.00250155 0.0436 0.785568 0.0374659 0.689299 0.0411366 0.383159 0.748267 0.129064 0.181196 0.363482 0.0343669 
0.00274738 0.175172 0.11008 0.109474 0.928541 0.996835 0.813458 0.789345 0.528558 0.471023 0.48202 0.315082 
0.00293796 0.378262 0.449095 0.944083 0.209384 0.111324 0.0206874 0.692379 0.812366 0.431743 0.308849 0.826834 
0.00296173 0.777767 0.927029 0.57336 0.464018 0.747725 0.0113127 0.131858 0.140703 0.796076 0.642415 0.0738819 
0.00296459 0.825852 0.0951992 0.0124597 0.410428 0.0696315 0.296553 0.17398 0.0855235 0.393193 0.395568 0.310646 
0.00318332 0.501992 0.972743 0.899559 0.881194 0.234251 0.053882 0.594752 0.989413 0.0665714 0.865106 0.838468 
0.00322265 0.163089 0.0354768 0.258927 0.287163 0.849179 0.145831 0.477006 0.531479 0.573621 0.841373 0.450705 
0.00337059 0.649507 0.261925 0.180775 0.28745 0.168586 0.431929 0.433965 0.654867 0.343514 0.437681 0.101968 
0.0034949 0.738787 0.800621 0.0439564 0.774767 0.513683 0.462556 0.182442 0.306493 0.236238 0.445024 0.515562 
0.0035156 0.0866069 0.603002 0.655685 0.10393 0.755248 0.446715 0.939276 0.412241 0.527106 0.0667052 0.11489 
0.00358724 0.290702 0.823246 0.29011 0.885377 0.527491 0.536491 0.800525 0.427795 0.95844 0.503439 0.293014 
0.00366774 0.643693 0.549909 0.31579 0.485583 0.196426 0.324786 0.685598 0.844589 0.00389555 0.472517 0.598162 
0.00367793 0.814965 0.122864 0.982661 0.58507 0.274649 0.02762 0.209979 0.120053 0.726441 0.291852 0.157626 
0.00386793 0.00835881 0.48656 0.622276 0.598399 0.29053 0.944417 0.824733 0.290477 0.0389144 0.0341828 0.510304 
0.00389584 0.477385 0.414666 0.29363 0.042155 0.498301 0.949495 0.161538 0.974094 0.59322 0.244744 0.406306 
0.0040195 0.555693 0.537383 0.79815 0.501987 0.903731 0.999343 0.953463 0.857388 0.112382 0.812647 0.149987 
0.00402831 0.703839 0.416175 0.651294 0.290335 0.654768 0.677781 0.461004 0.0876131 0.514049 0.614474 0.460812 
0.0040694 0.394484 0.0998274 0.798556 0.329876 0.2324 0.950137 0.960206 0.183418 0.704678 0.523769 0.985142 
0.00427097 0.782238 0.0729542 0.140743 0.460581 0.989855 0.499368 0.880959 0.28022 0.664094 0.429478 0.228413 
0.00452531 0.0569226 0.69746 0.211672 0.576137 0.127258 0.817349 0.179889 0.399927 0.567998 0.342311 0.228117 
0.0046915 0.850029 0.429444 0.661479 0.469818 0.230014 0.847602 0.650702 0.355542 0.586499 0.281786 0.98354 
0.00478493 0.420343 0.697408 0.335745 0.866888 0.779597 0.694584 0.870678 0.487793 0.334551 0.8032 0.374376 
0.00524384 0.1333 0.371463 0.181216 0.699749 0.686972 0.943343 0.763359 0.776049 0.0561709 0.0643853 0.123261 
0.00527261 0.616766 0.986788 0.944389 0.352999 0.850296 0.928119 0.897481 0.965069 0.912345 0.783339 0.580596 
0.00531695 0.361985 0.883437 0.927564 0.55991 0.413875 0.00288206 0.438792 0.784544 0.836812 0.306198 0.264912 
0.00538432 0.494234 0.586786 0.105131 0.933146 0.382879 0.0473273 0.430465 0.821998 0.327141 0.262146 0.893965 
0.00540158 0.784271 0.245676 0.082766 0.0483848 0.20393 0.455813 0.856897 0.869541 0.372645 0.046177 0.0974544 
0.00549842 0.412015 0.73793 0.388887 0.0201225 0.199502 0.0253044 0.290267 0.511085 0.797724 0.344061 0.626535 
0.00562117 0.474944 0.388893 0.128948 0.232446 0.717309 0.820351 0.639521 0.42521 0.499449 0.240423 0.788634 
0.00574773 0.602128 0.965097 0.388705 0.962352 0.254136 0.270317 0.225074 0.81866 0.224666 0.965461 0.50279 
0.0057692 0.963025 0.567122 0.616927 0.695886 0.749755 0.135277 0.593461 0.307349 0.619829 0.458972 0.934089 
0.00589181 0.0236536 0.545975 0.209024 0.0650701 0.633995 0.556322 0.111598 0.635248 0.608411 0.555622 0.346578 
0.00601215 0.0461909 0.330414 0.270017 0.184063 0.540091 0.303008 0.663588 0.928569 0.461385 0.501949 0.254455 
0.00620764 0.331873 0.787708 0.00759206 0.599747 0.947235 0.186531 0.0284567 0.271734 0.0370764 0.142909 0.863631 
0.00621654 0.481443 0.606377 0.380905 0.862418 0.66191 0.715541 0.0981172 0.0553383 0.0706883 0.0588429 0.971834 
0.00623785 0.839554 0.380949 0.613632 0.316505 0.492392 0.63103 0.718621 0.868188 0.63633 0.801682 0.876394 
0.00633916 0.542298 0.399827 0.885556 0.532457 0.9964 0.486403 0.980548 0.0703135 0.758866 0.261588 0.505883 
0.00635461 0.801906 0.639797 0.0696981 0.415983 0.418432 0.581573 0.497512 0.691837 0.699944 0.959639 0.653295 
0.00638985 0.394222 0.682679 0.791692 0.975267 0.308494 0.850713 0.928157 0.531339 0.210531 0.38739 0.857524 
0.00652608 0.683818 0.931063 0.373095 0.612711 0.831031 0.141714 0.783586 0.725394 0.694762 0.859404 0.00679118 
0.00661992 0.261043 0.346894 0.246861 0.997847 0.814085 0.329657 0.543958 0.29519 0.261541 0.714644 0.0299615 
0.00683569 0.887524 0.617172 0.818191 0.333526 0.570583 0.790948 0.466639 0.802451 0.799224 0.557758 0.237102 
0.00710766 0.458382 0.0261951 0.261328 0.146024 0.218551 0.181417 0.0749806 0.199638 0.317014 0.0538529 0.105924 
0.00744356 0.103887 0.0204455 0.626862 0.666786 0.668655 0.0767196 0.926619 0.189963 0.203586 0.666182 0.528509 
0.00752193 0.421127 0.882492 0.0474298 0.15319 0.656849 0.659452 0.411885 0.552729 0.723059 0.458112 0.496167 
0.00775984 0.419635 0.80153 0.31775 0.42289 0.503977 0.345666 0.600398 0.894307 0.615394 0.928034 0.474561 
0.00778784 0.890164 0.984891 0.0653256 0.927471 0.00305771 0.390907 0.96977 0.91995 0.594609 0.599631 0.00296186 
0.00794632 0.553814 0.950321 0.0474974 0.28932 0.60294 0.617259 0.275586 0.774283 0.371261 0.783914 0.250521 
0.00798972 0.283286 0.692941 0.252763 0.192166 0.738838 0.646139 0.16313 0.717948 0.55136 0.204666 0.828658 
0.00801353 0.683472 0.114662 0.119703 0.849362 0.225988 0.186214 0.69549 0.107516 0.0144795 0.356515 0.940386 
0.00803619 0.0642327 0.559593 0.0742332 0.63693 0.884856 0.769588 0.463114 0.554856 0.46392 0.100595 0.699958 
0.00804696 0.245319 0.0809347 0.270178 0.883683 0.0531949 0.0472411 0.981444 0.126675 0.0241581 0.0248213 0.171027 
0.0082361 0.424156 0.784345 0.483894 0.807766 0.122015 0.699952 0.0932117 0.608725 0.845317 0.238366 0.209841 
0.00831272 0.211887 0.183161 0.394595 0.953847 0.81134 0.197072 0.696752 0.812077 0.577692 0.270731 0.182916 
0.0084788 0.503134 0.17492 0.888137 0.918122 0.881878 0.724519 0.994469 0.0373216 0.263296 0.220644 0.356595 
0.00852414 0.265258 0.193192 0.978807 0.809319 0.22269 0.751125 0.152151 0.204585 0.468 0.680157 0.405399 
0.00861312 0.760791 0.617591 0.84422 0.804378 0.18132 0.443081 0.860819 0.784467 0.538895 0.21095 0.433885 
0.00865977 0.544829 0.941669 0.629792 0.915944 0.270397 0.555408 0.743427 0.772938 0.773535 0.810572 0.288506 
0.00875845 0.203307 0.982817 0.198013 0.00674974 0.442909 0.977624 0.921004 0.316225 0.7956 0.647458 0.830244 
0.00883648 0.514725 0.980749 0.448221 0.257455 0.0522791 0.654722 0.905075 0.603642 0.418548 0.527874 0.972357 
0.00887828 0.217181 0.154924 0.803915 0.400046 0.575673 0.33649 0.394604 0.106305 0.667453 0.888749 0.201322 
0.00888547 0.338114 0.676826 0.417354 0.461885 0.895026 0.693838 0.328014 0.92391 0.155516 0.763377 0.0754233 
0.00888934 0.403104 0.966619 0.963949 0.0925801 0.994165 0.930921 0.986507 0.216519 0.0328704 0.453185 0.676675 
0.00891929 0.906551 0.397917 0.78751 0.679616 0.312246 0.9185 0.225534 0.547161 0.132769 0.443102 0.214813 
0.00961472 0.594552 0.640721 0.598545 0.749083 0.830571 0.413832 0.266969 0.940573 0.216098 0.964908 0.202864 
0.00983247 0.254382 0.393515 0.804153 0.392974 0.708268 0.860216 0.64676 0.090393 0.235767 0.534451 0.512356 
0.00983597 0.313166 0.373842 0.155728 0.314115 0.322988 0.462664 0.998872 0.0432814 0.431071 0.0127921 0.99646 
0.00987596 0.985232 0.786785 0.495955 0.518243 0.111199 0.925913 0.814156 0.514248 0.972033 0.961152 0.0868585 
0.00987679 0.999147 0.660972 0.962218 0.998178 0.371347 0.235346 0.459483 0.535715 0.761043 0.845121 0.953552 
0.0100798 0.41189 0.634257 0.952198 0.598754 0.254592 0.921259 0.593696 0.247558 0.713883 0.225247 0.718956 
0.0101128 0.965613 0.0643056 0.784349 0.554237 0.0694058 0.502651 0.0473377 0.605142 0.613892 0.682327 0.874441 
0.0101648 0.839647 0.94141 0.275521 0.68367 0.448945 0.426661 0.895987 0.858992 0.077903 0.31556 0.619451 
0.0101891 0.248449 0.686236 0.563921 0.814661 0.0128245 0.5408 0.224471 0.678613 0.446365 0.0642867 0.466966 
0.0101972 0.384949 0.836799 0.0763451 0.131612 0.00621217 0.407969 0.729622 0.75814 0.0549797 0.0430848 0.1267 
0.0103159 0.379413 0.795191 0.781048 0.0725814 0.876227 0.748053 0.532574 0.963722 0.271747 0.245993 0.412625 
0.0105176 0.769483 0.703503 0.78241 0.963725 0.332785 0.109203 0.378533 0.00448045 0.302899 0.820799 0.172511 
0.0105803 0.822756 0.0590318 0.146671 0.0984797 0.147595 0.636499 0.642983 0.618077 0.0131963 0.790735 0.882099 
0.0106004 0.161168 0.752991 0.520803 0.130184 0.00294114 0.431716 0.852188 0.728434 0.789785 0.911555 0.51193 
0.0106106 0.331955 0.170604 0.340144 0.793363 0.0495959 0.55908 0.459803 0.914285 0.395953 0.779931 0.294265 
0.0106627 0.20717 0.909914 0.927719 0.178966 0.876989 0.545928 0.41219 0.676708 0.433721 0.551791 0.948089 
0.010666 0.26269 0.0389833 0.191875 0.843002 0.327771 0.842396 0.146697 0.54301 0.362424 0.263195 0.511826 
0.0108242 0.921668 0.476354 0.0776695 0.390722 0.865613 0.350114 0.366878 0.115107 0.599122 0.435819 0.808645 
0.0108429 0.236554 0.767722 0.102203 0.72013 0.222643 0.954017 0.159967 0.558125 0.410714 0.869794 0.631231 
0.0109493 0.0254901 0.41226 0.855539 0.0499847 0.0922358 0.206909 0.524252 0.0973776 0.624567 0.102563 0.769099 
0.0110402 0.553096 0.878514 0.191563 0.593284 0.331005 0.193611 0.0217567 0.664869 0.452133 0.00484257 0.389098 
0.0110458 0.647583 0.934231 0.614618 0.876327 0.429862 0.687868 0.991408 0.598596 0.597641 0.552175 0.40968 
0.0110855 0.314187 0.533798 0.54233 0.942664 0.346541 0.317604 0.96955 0.22199 0.989712 0.0848941 0.815628 
0.011188 0.0369505 0.0263374 0.652668 0.385653 0.669142 0.270576 0.571605 0.960061 0.752454 0.489227 0.443431 
0.0112245 0.650092 0.0912739 0.0404244 0.412938 0.252823 0.190111 0.187973 0.258575 0.870776 0.134774 0.146688 
0.0116252 0.384729 0.147198 0.953805 0.603359 0.657219 0.883701 0.362493 0.420629 0.503777 0.979888 0.985381 
0.0117044 0.715298 0.0180978 0.170237 0.170938 0.948019 0.353928 0.46474 0.890008 0.36503 0.0538203 0.557077 
0.0117234 0.0358898 0.200514 0.0310499 0.856292 0.692365 0.579077 0.553354 0.225405 0.383702 0.878917 0.952677 
0.0119118 0.201797 0.603498 0.984774 0.090357 0.629709 0.511212 0.947416 0.222943 0.00719818 0.979797 0.446059 
0.012066 0.792818 0.398254 0.949555 0.678982 0.149628 0.796316 0.679194 0.212704 0.913204 0.214006 0.794339 
0.012269 0.205397 0.109244 0.0718241 0.147905 0.84476 0.884086 0.82547 0.668388 0.600819 0.96558 0.506199 
0.0124605 0.423569 0.921578 0.957889 0.247552 0.601715 0.0256669 0.383479 0.124506 0.565713 0.945619 0.0264549 
0.012743 0.170778 0.271581 0.455752 0.823472 0.0938432 0.223481 0.0481573 0.380358 0.669416 0.876739 0.34759 
0.0128164 0.40556 0.251492 0.818645 0.972086 0.846424 0.852227 0.371347 0.224467 0.621958 0.244317 0.237359 
0.0128627 0.183415 0.660717 0.676013 0.750048 0.0493834 0.986796 0.0887077 0.909812 0.212437 0.436552 0.125339 
